pep length_3,pep length_4,pep length_5,pep length_8,pep length_9,pep length_10,APBS_Ligand,CHARMM,ElectDD,PLANTS_CHEMPLP,PLANTS_CHEMPLP_NORM_WEIGHT,PLANTS_CHEMPLP_RB_PEN_NORM_CRT_HEVATOMS,PLANTS_CHEMPLP_NORM_CONTACT,RPScore_Norm_LigContacts,RPScore_LigContacts,RPScore_RecContacts,XS_HPScore,XS_HSScore,DPSA1,PPSA1,MOMI-Z,PBF,PNSA1:nrb,WNSA2:nrb,RNCS:nrb,RPCS:nha,RPCS:nrb,MOMI-Z:nrb,Region 1,psi_prob
0,0,1,0,0,0,-527.951355,-33.291035,18.592787,-63.5886,-0.113016,-5.18653,-1.58972,-0.414,5,13,5.18,4.8,290.4949244480516,539.8347624202314,5034.105903736737,1.650782412274716,9.589993768160763,-44.80721500095776,12.474418233072427,4.674720935493021,7.012081403239531,193.61945783602835,0.0,0.001033958390894
0,0,1,0,0,0,-575.564575,864.019897,32.751919,-64.789398,-0.11515,-5.54061,-1.61973,-0.238,5,14,4.99,4.94,302.041078580703,570.985153088805,3432.678885274172,1.3870199213223529,10.344002865696227,-51.43844760968068,12.840288041584328,11.247805702658331,16.871708553987496,132.02611097208353,0.3333333333333333,0.0064389867966962
0,0,1,0,0,0,-476.123688,73.362358,5.053348,-63.041901,-0.112044,-5.02532,-1.61646,-0.282,5,15,5.15,4.91,274.326490471907,544.7047964216449,5117.691371920269,1.564231757159228,10.39916561345146,-50.183033650041885,15.671423464593085,11.84895424935456,17.773431374031837,196.83428353539497,0.3333333333333333,0.0032817068938304
0,0,1,0,0,0,-568.875488,2.282191,14.677492,-63.253101,-0.112419,-5.08758,-1.80723,-0.7275,4,13,4.94,4.75,272.28768041887446,546.6288867204069,4162.428923253439,1.5777798366475624,10.551584857751246,-51.28632258176567,2.334597825742605,4.912016414452057,7.368024621678085,160.09342012513227,0.0,0.0013568521094515
0,0,1,0,0,0,-531.926453,18.136982,-8.962284,-64.023399,-0.113789,-5.31475,-1.73036,-0.2375,4,12,4.72,4.37,235.18709507364636,514.0924342226264,3646.9385577223184,1.1161200561495055,10.727128428806925,-50.36304442968261,14.390879134801432,8.09968568180178,12.14952852270267,140.26686760470454,0.0,0.0013127599244931
0,0,1,0,0,0,-609.692444,130.058624,-76.546165,-68.569801,-0.121869,-6.65537,-2.01676,-0.2725,4,15,4.88,4.58,270.7248808957269,553.000198863761,4528.298369338021,1.3226512982952738,10.856742998770544,-53.689064440478425,15.723690580094784,4.508614100221695,6.7629211503325415,174.1653218976162,0.0,0.0019524710038231
0,0,1,0,0,0,-554.325928,170.026627,13.375174,-63.079498,-0.112111,-5.03639,-1.43362,-0.152,5,13,5.1,4.82,232.22788711450085,516.5042580099633,3703.174972567696,1.0570609395578456,10.933706572902404,-51.83671846430103,14.60865878272518,6.644273410853023,9.966410116279537,142.4298066372191,0.0,0.0005882176001521
0,0,1,0,0,0,-527.744324,1280.548462,11.070735,-61.676601,-0.109618,-4.62273,-1.58145,-0.252,5,13,4.85,4.63,263.21098674516537,505.97397375171937,4424.230087095598,1.4250230320362072,9.33703796179054,-41.38995210953081,14.652214712309933,9.768663883813671,14.652995825720506,170.162695657523,0.0,0.0029646229509474
0,0,1,0,0,0,-496.033447,37.827984,-46.161659,-63.6992,-0.113212,-5.21915,-1.76942,-0.3775,4,10,4.59,4.23,308.5896620954352,564.4260336850953,5823.533239896571,1.2603610490986406,9.83986044575616,-47.78573533463508,12.953533458504678,7.482717436508286,11.224076154762429,223.9820476883297,0.0,0.0062893436790204
0,0,1,0,0,0,-526.638611,-0.549277,-57.845814,-61.410198,-0.109144,-4.54417,-1.46215,-0.234,5,12,5.3,5.04,206.51549155938864,542.9531004051962,4723.284380759333,1.3145710893253868,12.93990803253106,-67.3704719653492,14.025009326289531,10.591288210871664,15.886932316307496,181.66478387535892,0.0,0.0015635835658456
